,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP
4328,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,44055
4329,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,44410
4330,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,58021
4331,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,49150
4332,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,62590
4333,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,63307
4334,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,65957
4335,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,58410
4336,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,46225
4337,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,59940
4338,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,51861
4339,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,61061
4340,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,65510
4341,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,66347
4342,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,62860
4343,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,48936
4344,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,15,5657,55370
4345,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,68996
4346,Ford,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,Compact,13,5657,31320
4347,Ford,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,Compact,13,5657,31320
4348,Ford,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,Compact,13,5657,30015
4349,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,27925
4350,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,25400
4351,Ford,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,Compact,13,5657,28800
4352,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,30015
4353,Ford,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,Compact,13,5657,26710
4354,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,27490
4355,Ford,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,Compact,13,5657,29235
4356,Ford,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,Compact,15,5657,31145
4357,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,29835
4358,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,28510
4359,Ford,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,Compact,14,5657,33670
4360,Ford,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,Compact,14,5657,33670
4362,Ford,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,Compact,14,5657,29820
4363,Ford,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,Compact,15,5657,31145
4364,Ford,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,Compact,15,5657,27295
4365,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,32360
4366,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,25985
4367,Ford,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,Compact,13,5657,32360
4368,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,33065
4369,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,35590
4370,Ford,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,Compact,14,5657,28210
4371,Ford,regular unleaded,210.0,6.0,AUTOMATIC,all wheel drive,Compact,13,5657,35590
4372,Ford,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,Compact,13,5657,30735
4373,Ford,regular unleaded,203.0,6.0,MANUAL,four wheel drive,Midsize,14,5657,24055
4374,Ford,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,Midsize,16,5657,21035
4375,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,15,5657,24615
4376,Ford,regular unleaded,203.0,6.0,MANUAL,four wheel drive,Midsize,14,5657,24240
4377,Ford,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,Midsize,16,5657,21220
4378,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,13,5657,26075
4379,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,15,5657,22265
4380,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,15,5657,23055
4381,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,13,5657,27780
4382,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,13,5657,25285
4383,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,14,5657,23835
4384,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,14,5657,25565
4385,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,14,5657,22545
4386,Ford,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,Midsize,14,5657,25595
4387,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,14,5657,28760
4388,Ford,regular unleaded,203.0,6.0,MANUAL,four wheel drive,Midsize,14,5657,24890
4389,Ford,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,Midsize,14,5657,26915
4390,Ford,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,Midsize,15,5657,21870
4391,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,33000
4392,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,40200
4393,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,38200
4394,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,32700
4395,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,30700
4396,Ford,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,43100
4397,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,5657,35000
4398,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,35400
4399,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,41300
4400,Ford,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,52970
4401,Ford,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,43500
4402,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,31050
4403,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,33050
4404,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,43300
4405,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,33400
4406,Ford,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,53235
4407,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,33310
4408,Ford,regular unleaded,280.0,4.0,AUTOMATIC,front wheel drive,Midsize,19,5657,41525
4409,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,33625
4410,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,Midsize,17,5657,31160
4411,Ford,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,45205
4412,Ford,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,Midsize,16,5657,35775
4413,Ford,regular unleaded,280.0,4.0,AUTOMATIC,all wheel drive,Midsize,18,5657,43675
4447,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,22295
4448,Ford,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,Large,13,5657,26160
4449,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,23830
4450,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,22315
4451,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,25730
4452,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,20490
4453,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,25160
4454,Ford,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,Large,13,5657,26460
4455,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,22615
4456,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,23160
4457,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,26575
4458,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,19910
4459,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,26030
4460,Ford,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,Large,15,5657,19610
4461,Ford,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,Large,14,5657,22595
4462,Ford,regular unleaded,231.0,8.0,AUTOMATIC,rear wheel drive,Large,14,5657,25460
4463,Ford,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,Large,13,5657,28975
4464,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,23285
4465,Ford,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,Large,13,5657,29275
4466,Ford,regular unleaded,202.0,6.0,MANUAL,four wheel drive,Large,13,5657,22985
4467,Ford,regular unleaded,240.0,8.0,AUTOMATIC,rear wheel drive,Large,11,5657,4508
4468,Ford,regular unleaded,360.0,8.0,AUTOMATIC,rear wheel drive,Large,12,5657,5691
4469,Ford,regular unleaded,360.0,8.0,AUTOMATIC,rear wheel drive,Large,12,5657,5860
4470,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,45090
4471,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,34205
4472,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,35310
4473,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,36555
4474,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,55305
4475,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,43785
4476,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,39310
4477,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,30975
4478,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,39485
4479,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,31320
4480,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,33515
4481,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,52545
4482,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,35360
4483,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,37665
4484,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,39610
4485,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,36055
4486,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26030
4487,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,51585
4488,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,49120
4489,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,31625
4490,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,46140
4491,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,33655
4492,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,49420
4493,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,37630
4494,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,41970
4495,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,34745
4496,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,51885
4497,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,30675
4498,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,41670
4499,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,52845
4500,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,41840
4501,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26330
4502,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,30090
4503,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,31200
4504,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,32545
4505,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,55010
4506,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,42735
4507,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,35045
4508,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,37815
4509,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,40050
4510,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,31185
4511,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,53775
4512,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,37140
4513,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26540
4514,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,30600
4515,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,52815
4516,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,53475
4517,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,56235
4518,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,40070
4519,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,50050
4520,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,31905
4521,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,35330
4522,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26840
4523,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,34165
4524,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,58885
4525,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,35895
4526,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,35870
4527,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,62310
4528,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,34790
4529,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,43490
4530,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,32210
4531,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,36565
4532,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,31485
4533,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,40365
4534,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,33055
4535,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,38215
4536,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,40065
4537,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,42725
4538,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,31710
4539,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,45845
4540,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,38325
4541,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,50350
4542,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,42425
4543,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,55940
4544,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,42425
4545,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,34025
4546,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,40635
4547,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,38250
4548,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,35630
4549,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,52515
4550,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,44540
4551,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,46895
4552,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,31710
4553,Ford,regular unleaded,450.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,51310
4554,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,56260
4555,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,40070
4556,Ford,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,59600
4557,Ford,regular unleaded,450.0,6.0,AUTOMATIC,four wheel drive,Large,15,5657,48325
4558,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,40365
4559,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,46895
4560,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26540
4561,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,36565
4562,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,31905
4563,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,44540
4564,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,45845
4565,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,38325
4566,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,31185
4567,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,40065
4568,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,53704
4569,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,54004
4570,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,35055
4571,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,52835
4572,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,42425
4573,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,56555
4574,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,35630
4575,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,34165
4576,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,31485
4577,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,35895
4578,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,50280
4579,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,38215
4580,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,Large,15,5657,35870
4581,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,42425
4582,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,26840
4583,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,35330
4584,Ford,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,Large,18,5657,43490
4585,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,32210
4586,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,42725
4587,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,50580
4588,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,37140
4589,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,34790
4590,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,Large,18,5657,30600
4591,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,34025
4592,Ford,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,63025
4593,Ford,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,Large,19,5657,38250
4594,Ford,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,Large,17,5657,40635
4595,Ford,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,Large,15,5657,53135
4596,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,3104
4597,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,2862
4598,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3433
4599,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3215
4600,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3059
4601,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3214
4602,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,3241
4603,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,2956
4604,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3394
4605,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,2836
4606,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,2529
4607,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,2577
4608,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,2787
4609,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3008
4610,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,12,5657,3156
4611,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,12,5657,3431
4612,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,13,5657,3338
4613,Ford,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,3138
4614,Ford,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,3096
4615,Ford,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,3535
4616,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3733
4617,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3487
4618,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3269
4619,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,13,5657,2843
4620,Ford,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,Large,13,5657,3395
4621,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3099
4622,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3471
4623,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,13,5657,3199
4624,Ford,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,Large,13,5657,2817
4625,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3223
4626,Ford,regular unleaded,220.0,8.0,MANUAL,four wheel drive,Large,13,5657,3764
